study,type,carriage_samples,surveillance_population,time_interval,carriage,disease,model_name,rho,rho_lower,rho_upper,delta,delta_lower,delta_upper,nu,nu_lower,nu_upper,phi,phi_lower,phi_upper,carriage_prediction,carriage_prediction_lower,carriage_prediction_upper,disease_prediction,disease_prediction_lower,disease_prediction_upper,carriage_rmse,disease_rmse,classification
Barcelona.post.PCV7,10A,209,228000,4,10,2,adjusted_type_specific_negbin,0.0457281860941858,0.0240492293567497,0.0782051336935313,0.153863816016636,0.0938708758283483,0.254083449431664,0.000724949122177665,0.000399899187832093,0.00130123990913038,3.54240797176599,2.49560124043154,5.15073328448319,9.55719089368484,5.02628893556069,16.3448729419481,4.60439229997592,2.07200554418249,10.0404373065734,0.44280910631516,2.60439229997592,PCV20
Barcelona.post.PCV7,11A,209,228000,4,9,0,adjusted_type_specific_negbin,0.0442601672930207,0.0221793895910638,0.0770916445731005,0.153863816016636,0.0938708758283483,0.254083449431664,6.77785666409278e-05,3.10752567574189e-05,0.000137947752239885,3.54240797176599,2.49560124043154,5.15073328448319,9.25037496424133,4.63549242453233,16.112153715778,0.41631457791526,0.151141902656473,1.03064768004966,0.250374964241333,0.41631457791526,PCV20
Barcelona.post.PCV7,14,209,228000,4,4,6,adjusted_type_specific_negbin,0.0175906651917694,0.00713294123272836,0.0383731430192383,0.153863816016636,0.0938708758283483,0.254083449431664,0.00425720451814257,0.00258389265675727,0.00699992895958463,3.54240797176599,2.49560124043154,5.15073328448319,3.67644902507981,1.49078471764023,8.0199868910208,10.3991884821053,4.14248600054515,25.237773243558,0.323550974920194,4.39918848210534,PCV7
Barcelona.post.PCV7,15A,209,228000,4,6,2,adjusted_type_specific_negbin,0.0321060978644995,0.0148633755985753,0.0598824521489811,0.153863816016636,0.0938708758283483,0.254083449431664,0.000417527980179903,0.000218575301339506,0.000798783879697387,3.54240797176599,2.49560124043154,5.15073328448319,6.71017445368039,3.10644550010224,12.515432499137,1.86322684139056,0.72650998813631,4.46693546110601,0.710174453680395,0.136773158609438,No PCV
Barcelona.post.PCV7,15B/C,209,228000,4,13,3,adjusted_type_specific_negbin,0.0648128434880877,0.0375767443047139,0.101103649410229,0.153863816016636,0.0938708758283483,0.254083449431664,0.000350450029963272,0.000206561593111568,0.000592659860950978,3.54240797176599,2.49560124043154,5.15073328448319,13.5458842890103,7.8535395596852,21.1306627267378,3.15878763900267,1.53486396053582,6.27211660507352,0.545884289010331,0.158787639002668,PCV20
Barcelona.post.PCV7,16F,209,228000,4,5,2,adjusted_type_specific_negbin,0.0283265281920388,0.0125834147774669,0.0544543398296637,0.153863816016636,0.0938708758283483,0.254083449431664,0.000396809553251291,0.000191384605800861,0.000802641191453472,3.54240797176599,2.49560124043154,5.15073328448319,5.92024439213612,2.62993368849059,11.3809570243997,1.56344059209953,0.57200231927615,3.94154603405911,0.920244392136117,0.436559407900466,No PCV
Barcelona.post.PCV7,17F,209,228000,4,5,0,adjusted_type_specific_negbin,0.0226805466315472,0.00861209597380072,0.0474327078121079,0.153863816016636,0.0938708758283483,0.254083449431664,0.000385326654007176,0.000177277845958622,0.000817525482393014,3.54240797176599,2.49560124043154,5.15073328448319,4.74023424599337,1.79992805852435,9.91343593273055,1.21359566493502,0.373533072055718,3.35931139592153,0.25976575400663,1.21359566493502,PPV23
Barcelona.post.PCV7,19A,209,228000,4,21,34,adjusted_type_specific_negbin,0.109394106245757,0.0738338292746688,0.154051398284424,0.153863816016636,0.0938708758283483,0.254083449431664,0.00155276860126482,0.00100526519787505,0.00241499994716684,3.54240797176599,2.49560124043154,5.15073328448319,22.8633682053633,15.4312703184058,32.1967422414445,23.671436878242,13.8920709470333,41.0550467713373,1.86336820536331,10.328563121758,PCV13
Barcelona.post.PCV7,19F,209,228000,4,13,7,adjusted_type_specific_negbin,0.0666493546630558,0.0395961795900188,0.104011016544191,0.153863816016636,0.0938708758283483,0.254083449431664,0.00064628051752876,0.000388588816569185,0.00106958621440333,3.54240797176599,2.49560124043154,5.15073328448319,13.9297151245787,8.27560153431393,21.7383024577359,6.01469096719291,3.11099707060422,11.4781613150903,0.929715124578657,0.985309032807093,PCV7
Barcelona.post.PCV7,21,209,228000,4,5,0,adjusted_type_specific_negbin,0.0241282435166282,0.00931324621128912,0.0500562720019193,0.153863816016636,0.0938708758283483,0.254083449431664,0.000201191723053622,8.63910480193485e-05,0.00043740678905833,3.54240797176599,2.49560124043154,5.15073328448319,5.04280289497529,1.94646845815943,10.4617608484011,0.670622222946079,0.19483751699974,1.94736416353175,0.0428028949752921,0.670622222946079,No PCV
Barcelona.post.PCV7,22F,209,228000,4,8,3,adjusted_type_specific_negbin,0.0370594277991248,0.0184415323283995,0.0656292773613424,0.153863816016636,0.0938708758283483,0.254083449431664,0.00102956781356302,0.000579433867526241,0.001867676643371,3.54240797176599,2.49560124043154,5.15073328448319,7.74542041001708,3.85428025663549,13.7165189685206,5.3360078844169,2.29858051543166,11.9028504577637,0.254579589982919,2.3360078844169,PCV15
Barcelona.post.PCV7,23A,209,228000,4,9,0,adjusted_type_specific_negbin,0.0424632751199378,0.0210860878489547,0.0745045251368515,0.153863816016636,0.0938708758283483,0.254083449431664,0.000159489643548523,7.97250367814063e-05,0.000309150509489076,3.54240797176599,2.49560124043154,5.15073328448319,8.87482450006699,4.40699236043153,15.571445753602,0.944928951353759,0.366607607916578,2.22407845209074,0.125175499933007,0.944928951353759,No PCV
Barcelona.post.PCV7,23B,209,228000,4,17,5,adjusted_type_specific_negbin,0.0881905788594055,0.0566172201548735,0.129424886558139,0.153863816016636,0.0938708758283483,0.254083449431664,0.000260242673593068,0.000136973541701533,0.000481293243806414,3.54240797176599,2.49560124043154,5.15073328448319,18.4318309816158,11.8329990123686,27.049801290651,3.18800762897513,1.55310161395033,6.47997072588612,1.43183098161575,1.81199237102487,No PCV
Barcelona.post.PCV7,23F,209,228000,4,7,4,adjusted_type_specific_negbin,0.0375957398760549,0.0188184851515382,0.0662397453075905,0.153863816016636,0.0938708758283483,0.254083449431664,0.000692182406013696,0.000408210814992248,0.00119248708177883,3.54240797176599,2.49560124043154,5.15073328448319,7.85750963409547,3.93306339667148,13.8441067692864,3.62219417677654,1.661766257006,7.60226125965463,0.857509634095472,0.377805823223458,PCV7
Barcelona.post.PCV7,3,209,228000,4,2,8,adjusted_type_specific_negbin,0.0185513160444266,0.00791524037125946,0.0376278857726665,0.153863816016636,0.0938708758283483,0.254083449431664,0.00204128172923258,0.00122747712323621,0.0034228107995988,3.54240797176599,2.49560124043154,5.15073328448319,3.87722505328515,1.65428523759323,7.86422812648729,5.25661414670543,2.26734090233956,11.604905947399,1.87722505328515,2.74338585329457,PCV13
Barcelona.post.PCV7,34,209,228000,4,6,0,adjusted_type_specific_negbin,0.0298925884783963,0.0126260836699104,0.0578879624239336,0.153863816016636,0.0938708758283483,0.254083449431664,0.000100522243695588,2.11909492164257e-05,0.000326088950875353,3.54240797176599,2.49560124043154,5.15073328448319,6.24755099198482,2.63885148701128,12.0985841466021,0.408843302000972,0.0754201069822134,1.57081321151485,0.24755099198482,0.408843302000972,No PCV
Barcelona.post.PCV7,35B,209,228000,4,5,0,adjusted_type_specific_negbin,0.0249778790824747,0.00985711658099527,0.0512837685722245,0.153863816016636,0.0938708758283483,0.254083449431664,0.000130789512742347,5.64560410836904e-05,0.000282207167203243,3.54240797176599,2.49560124043154,5.15073328448319,5.22037672823722,2.06013736542801,10.7183076315949,0.450923018476005,0.132310113147227,1.31701492308051,0.220376728237218,0.450923018476005,No PCV
Barcelona.post.PCV7,5,209,228000,4,0,14,adjusted_type_specific_negbin,0.00972214571874939,0.00332132957847883,0.023944918213947,0.153863816016636,0.0938708758283483,0.254083449431664,0.00734989518727071,0.00290832765960712,0.0190321029022971,3.54240797176599,2.49560124043154,5.15073328448319,2.03192845521862,0.694157881902076,5.00448790671492,9.74787142922688,4.04495966197693,24.7985909919992,2.03192845521862,4.25212857077312,PCV10
Barcelona.post.PCV7,6A,209,228000,4,16,4,adjusted_type_specific_negbin,0.0780291816254323,0.0479996511601518,0.118179577288974,0.153863816016636,0.0938708758283483,0.254083449431664,0.000435339407238099,0.000258206426923454,0.000737138290024887,3.54240797176599,2.49560124043154,5.15073328448319,16.3080989597153,10.0319270924717,24.6995316533956,4.7486757853963,2.3924178271899,9.13841714740917,0.308098959715345,0.748675785396303,PCV13
Barcelona.post.PCV7,6B,209,228000,4,4,2,adjusted_type_specific_negbin,0.0217497819833855,0.0088278548717226,0.044104367151299,0.153863816016636,0.0938708758283483,0.254083449431664,0.000751585706256842,0.000448497435411389,0.001258866189586,3.54240797176599,2.49560124043154,5.15073328448319,4.54570443452758,1.84502166819002,9.2178127346215,2.26995918103694,0.860471819762928,5.29509914510442,0.545704434527578,0.269959181036936,PCV7
Barcelona.post.PCV7,6C,209,228000,4,19,1,adjusted_type_specific_negbin,0.0931012630824605,0.0596946011924903,0.136464732674915,0.153863816016636,0.0938708758283483,0.254083449431664,8.36527546995498e-05,3.31864675469349e-05,0.000199018240299565,3.54240797176599,2.49560124043154,5.15073328448319,19.4581639842342,12.4761716492305,28.5211291290572,1.08438827799772,0.410056188039555,2.71895095212823,0.458163984234233,0.0843882779977212,No PCV
Barcelona.post.PCV7,7F,209,228000,4,0,14,adjusted_type_specific_negbin,0.00816635039448159,0.0029710049712753,0.0202767714455849,0.153863816016636,0.0938708758283483,0.254083449431664,0.00955577920275352,0.00558926749776212,0.016678469993424,3.54240797176599,2.49560124043154,5.15073328448319,1.70676723244665,0.620940038996537,4.23784523212724,10.8458032675299,4.38511144773494,27.1009869664935,1.70676723244665,3.15419673247014,PCV10
Bogota.post.PCV7,1,246,357200,1,0,8,adjusted_type_specific_negbin,0.00238978074392515,0.000658874562650796,0.00827251357460694,0.659326180327527,0.383560910417084,1.12788434024843,0.017306487332837,0.00977434151305262,0.0313465265599201,3.54240797176599,2.49560124043154,5.15073328448319,0.587886063005586,0.162083142412096,2.03503833935331,9.59238221238897,3.06454864758885,32.2573929580101,0.587886063005586,1.59238221238897,PCV10
Bogota.post.PCV7,10A,246,357200,1,1,0,adjusted_type_specific_negbin,0.00432123657239775,0.000597528683573622,0.0157307457112238,0.659326180327527,0.383560910417084,1.12788434024843,0.000724949122177665,0.000399899187832093,0.00130123990913038,3.54240797176599,2.49560124043154,5.15073328448319,1.06302419680985,0.146992056159111,3.86976344496107,0.731240569382864,0.0992638522862014,2.88730489655631,0.0630241968098475,0.731240569382864,PCV20
Bogota.post.PCV7,11A,246,357200,1,7,2,adjusted_type_specific_negbin,0.0356629102663337,0.0177267932191576,0.0629396184850307,0.659326180327527,0.383560910417084,1.12788434024843,6.77785666409278e-05,3.10752567574189e-05,0.000137947752239885,3.54240797176599,2.49560124043154,5.15073328448319,8.77307592551808,4.36079113191278,15.4831461473176,0.561190659156622,0.203475515162186,1.40188209370146,1.77307592551808,1.43880934084338,PCV20
Bogota.post.PCV7,13,246,357200,1,1,0,adjusted_type_specific_negbin,0.00444581583538823,0.000593856990048783,0.016302846530519,0.659326180327527,0.383560910417084,1.12788434024843,0.000641136431718939,0.000181165818687303,0.00210187050439682,3.54240797176599,2.49560124043154,5.15073328448319,1.09367069550551,0.146088819552001,4.01050024650767,0.654789262458424,0.0790655392294931,3.20812164236197,0.0936706955055053,0.654789262458424,No PCV
Bogota.post.PCV7,14,246,357200,1,3,14,adjusted_type_specific_negbin,0.0150401364549343,0.00641694573512272,0.0314485122752235,0.659326180327527,0.383560910417084,1.12788434024843,0.00425720451814257,0.00258389265675727,0.00699992895958463,3.54240797176599,2.49560124043154,5.15073328448319,3.69987356791385,1.57856865084019,7.73633401970499,14.8243976114033,6.43571641625122,33.8482625507256,0.699873567913845,0.824397611403285,PCV7
Bogota.post.PCV7,15A,246,357200,1,2,2,adjusted_type_specific_negbin,0.0130244228263078,0.0042692343969376,0.0302336363765965,0.659326180327527,0.383560910417084,1.12788434024843,0.000417527980179903,0.000218575301339506,0.000798783879697387,3.54240797176599,2.49560124043154,5.15073328448319,3.20400801527173,1.05023166164665,7.43747454864273,1.2591420014277,0.383970200873982,3.50282670010356,1.20400801527173,0.740857998572298,No PCV
Bogota.post.PCV7,15B/C,246,357200,1,13,5,adjusted_type_specific_negbin,0.0560405699485901,0.0331987502501277,0.0876812811443389,0.659326180327527,0.383560910417084,1.12788434024843,0.000350450029963272,0.000206561593111568,0.000592659860950978,3.54240797176599,2.49560124043154,5.15073328448319,13.7859802073532,8.16689256153142,21.5695951615074,4.58776590918012,2.25446493099824,9.25525876101771,0.785980207353175,0.412234090819876,PCV20
Bogota.post.PCV7,16F,246,357200,1,1,2,adjusted_type_specific_negbin,0.0101001463249339,0.00285449359089892,0.0254654222357431,0.659326180327527,0.383560910417084,1.12788434024843,0.000396809553251291,0.000191384605800861,0.000802641191453472,3.54240797176599,2.49560124043154,5.15073328448319,2.48463599593373,0.702205423361134,6.2644938699928,0.936793859444906,0.241418206694389,2.77357232959948,1.48463599593373,1.06320614055509,No PCV
Bogota.post.PCV7,17F,246,357200,1,2,0,adjusted_type_specific_negbin,0.00831834563187431,0.00193083737532205,0.0232618386721024,0.659326180327527,0.383560910417084,1.12788434024843,0.000385326654007176,0.000177277845958622,0.000817525482393014,3.54240797176599,2.49560124043154,5.15073328448319,2.04631302544108,0.474985994329225,5.72241231333718,0.743618042739592,0.153457179495874,2.56532113319903,0.0463130254410817,0.743618042739592,PPV23
Bogota.post.PCV7,18A,246,357200,1,1,0,adjusted_type_specific_negbin,0.00559087668174825,0.000784502255197723,0.01945601256444,0.659326180327527,0.383560910417084,1.12788434024843,0.000198001510080884,2.43125238691192e-05,0.000991711750205049,3.54240797176599,2.49560124043154,5.15073328448319,1.37535566371007,0.19298755477864,4.78617909085225,0.243965785138043,0.0177559603450845,1.68536727478812,0.37535566371007,0.243965785138043,No PCV
Bogota.post.PCV7,18C,246,357200,1,2,5,adjusted_type_specific_negbin,0.00970197804379122,0.00333353964429133,0.0236000224426641,0.659326180327527,0.383560910417084,1.12788434024843,0.00273207102148264,0.00146697046533674,0.00520504850783388,3.54240797176599,2.49560124043154,5.15073328448319,2.38668659877264,0.820050752495668,5.80560552089537,6.14018068954665,2.14751029394348,16.6019296464353,0.38668659877264,1.14018068954665,PCV7
Bogota.post.PCV7,19A,246,357200,1,3,5,adjusted_type_specific_negbin,0.0147757711874532,0.00590154323167141,0.0317498784828028,0.659326180327527,0.383560910417084,1.12788434024843,0.00155276860126482,0.00100526519787505,0.00241499994716684,3.54240797176599,2.49560124043154,5.15073328448319,3.63483971211348,1.45177963499117,7.81047010676948,5.36048604760553,2.09945046030501,12.6410997112201,0.634839712113479,0.360486047605532,PCV13
Bogota.post.PCV7,19B,246,357200,1,1,0,adjusted_type_specific_negbin,0.00648162923254371,0.000886801619109344,0.0216767400886542,0.659326180327527,0.383560910417084,1.12788434024843,1.22017298254343e-05,1.14070066130824e-06,0.000456117500379924,3.54240797176599,2.49560124043154,5.15073328448319,1.59448079120575,0.218153198300899,5.33247806180893,0.0179927634127981,0.000713873744293639,0.684995730178288,0.594480791205752,0.0179927634127981,No PCV
Bogota.post.PCV7,19F,246,357200,1,3,2,adjusted_type_specific_negbin,0.0144859222118954,0.00523676732939474,0.0324102197778823,0.659326180327527,0.383560910417084,1.12788434024843,0.00064628051752876,0.000388588816569185,0.00106958621440333,3.54240797176599,2.49560124043154,5.15073328448319,3.56353686412627,1.28824476303111,7.97291406535905,2.18921197147313,0.754050027967658,5.57360366107144,0.563536864126272,0.189211971473125,PCV7
Bogota.post.PCV7,20,246,357200,1,0,1,adjusted_type_specific_negbin,0.00377820684900715,0.000460450408149297,0.0146702646115612,0.659326180327527,0.383560910417084,1.12788434024843,0.000764947814335124,0.000205921000405982,0.00259402357512921,3.54240797176599,2.49560124043154,5.15073328448319,0.929438884855758,0.113270800404727,3.60888509444407,0.662442772098279,0.0775329284534279,3.15109045666868,0.929438884855758,0.337557227901721,PPV23
Bogota.post.PCV7,22F,246,357200,1,0,1,adjusted_type_specific_negbin,0.00345954221631657,0.000464705750888089,0.0128133202684218,0.659326180327527,0.383560910417084,1.12788434024843,0.00102956781356302,0.000579433867526241,0.001867676643371,3.54240797176599,2.49560124043154,5.15073328448319,0.851047385213876,0.11431761471847,3.15207678603177,0.835798435158679,0.111302882356698,3.25015098872159,0.851047385213876,0.164201564841321,PCV15
Bogota.post.PCV7,23A,246,357200,1,6,0,adjusted_type_specific_negbin,0.0240192592307942,0.0101049889842797,0.0473780278675782,0.659326180327527,0.383560910417084,1.12788434024843,0.000159489643548523,7.97250367814063e-05,0.000309150509489076,3.54240797176599,2.49560124043154,5.15073328448319,5.90873777077537,2.48582729013282,11.6549948554242,0.898018866384006,0.304515964680818,2.33703263038252,0.0912622292246343,0.898018866384006,No PCV
Bogota.post.PCV7,23B,246,357200,1,1,1,adjusted_type_specific_negbin,0.00848623398677966,0.00196263366507608,0.0234453208888689,0.659326180327527,0.383560910417084,1.12788434024843,0.000260242673593068,0.000136973541701533,0.000481293243806414,3.54240797176599,2.49560124043154,5.15073328448319,2.0876135607478,0.482807881608715,5.76754893866176,0.513809668578068,0.104646746381237,1.67877532957672,1.0876135607478,0.486190331421932,No PCV
Bogota.post.PCV7,23F,246,357200,1,5,4,adjusted_type_specific_negbin,0.0234784923924964,0.0107444459451767,0.0450154848860625,0.659326180327527,0.383560910417084,1.12788434024843,0.000692182406013696,0.000408210814992248,0.00119248708177883,3.54240797176599,2.49560124043154,5.15073328448319,5.77570912855412,2.64313370251346,11.0738092819714,3.80484526509228,1.6106678864196,8.39851923411978,0.77570912855412,0.195154734907718,PCV7
Bogota.post.PCV7,24F,246,357200,1,1,1,adjusted_type_specific_negbin,0.00420113425063384,0.000800295130474419,0.0143946412492578,0.659326180327527,0.383560910417084,1.12788434024843,0.00221225480824379,0.0010413936539902,0.00480515098840437,3.54240797176599,2.49560124043154,5.15073328448319,1.03347902565593,0.196872602096707,3.54108174731741,2.16003705394989,0.422941339405152,7.93673987552462,0.0334790256559256,1.16003705394989,No PCV
Bogota.post.PCV7,25A,246,357200,1,0,3,adjusted_type_specific_negbin,0.00537602993327753,0.00118738575015112,0.0165213130213356,0.659326180327527,0.383560910417084,1.12788434024843,0.00165141051651395,0.000589976401575755,0.00500660807717493,3.54240797176599,2.49560124043154,5.15073328448319,1.32250336358627,0.292096894537174,4.06424300324855,2.06158904108501,0.50908687427637,6.8480059024469,1.32250336358627,0.93841095891499,No PCV
Bogota.post.PCV7,28A,246,357200,1,0,2,adjusted_type_specific_negbin,0.00280272750065095,9.87715951111349e-05,0.0149886570811495,0.659326180327527,0.383560910417084,1.12788434024843,0.00301090213061906,0.000175700001064865,0.122447055697762,3.54240797176599,2.49560124043154,5.15073328448319,0.689470965160133,0.0242978123973392,3.68720964196277,1.85537007061426,0.227000552063607,11.3611231399606,0.689470965160133,0.144629929385744,No PCV
Bogota.post.PCV7,29,246,357200,1,1,0,adjusted_type_specific_negbin,0.00624059540546693,0.000875761333844071,0.020836840477833,0.659326180327527,0.383560910417084,1.12788434024843,6.39161619681567e-05,3.15448575829138e-06,0.000496397918354293,3.54240797176599,2.49560124043154,5.15073328448319,1.53518646974486,0.215437288125641,5.12586275754691,0.0860199258031082,0.00316625396996435,0.87990430701699,0.535186469744864,0.0860199258031082,No PCV
Bogota.post.PCV7,3,246,357200,1,1,12,adjusted_type_specific_negbin,0.0144637162563364,0.00629661836907218,0.0299437333625467,0.659326180327527,0.383560910417084,1.12788434024843,0.00204128172923258,0.00122747712323621,0.0034228107995988,3.54240797176599,2.49560124043154,5.15073328448319,3.55807419905876,1.54896811879176,7.36615840718648,6.86984222558877,3.11560766283729,15.0690271827381,2.55807419905876,5.13015777441123,PCV13
Bogota.post.PCV7,35B,246,357200,1,5,2,adjusted_type_specific_negbin,0.0266616457491089,0.0117858917522195,0.0503545814154764,0.659326180327527,0.383560910417084,1.12788434024843,0.000130789512742347,5.64560410836904e-05,0.000282207167203243,3.54240797176599,2.49560124043154,5.15073328448319,6.55876485428078,2.89932937104599,12.3872270282072,0.805898220452978,0.269166894334623,2.16069946279568,1.55876485428078,1.19410177954702,No PCV
Bogota.post.PCV7,35F,246,357200,1,3,0,adjusted_type_specific_negbin,0.0132016461804501,0.00396755151243216,0.0316190164290536,0.659326180327527,0.383560910417084,1.12788434024843,0.000150455744934267,6.39397500030814e-05,0.000328279283660717,3.54240797176599,2.49560124043154,5.15073328448319,3.24760496039073,0.97601767205831,7.77827804154719,0.457947362502907,0.109766006903214,1.47370870058143,0.247604960390733,0.457947362502907,No PCV
Bogota.post.PCV7,4,246,357200,1,0,1,adjusted_type_specific_negbin,0.00257502711686429,0.000317733534185445,0.0102732120945686,0.659326180327527,0.383560910417084,1.12788434024843,0.00192779838425174,0.000997131419153093,0.0037122156946575,3.54240797176599,2.49560124043154,5.15073328448319,0.633456670748616,0.0781624494096195,2.52721017526388,1.15845076387285,0.146691809492726,4.79150047481713,0.633456670748616,0.158450763872852,PCV7
Bogota.post.PCV7,42,246,357200,1,1,0,adjusted_type_specific_negbin,0.00636966040218624,0.000905717515335018,0.021370655858204,0.659326180327527,0.383560910417084,1.12788434024843,1.64727034476203e-05,1.1485247591461e-06,0.000721087752303597,3.54240797176599,2.49560124043154,5.15073328448319,1.56693645893781,0.222806508772414,5.25718134111817,0.0243497779891329,0.00079819550507225,0.985304163600511,0.566936458937815,0.0243497779891329,No PCV
Bogota.post.PCV7,5,246,357200,1,0,1,adjusted_type_specific_negbin,0.00107393168874131,0.000113261688132647,0.00576710095679433,0.659326180327527,0.383560910417084,1.12788434024843,0.00734989518727071,0.00290832765960712,0.0190321029022971,3.54240797176599,2.49560124043154,5.15073328448319,0.264187195430362,0.0278623752806312,1.4187068353714,1.84670428350929,0.227342965856133,9.44751749182545,0.264187195430362,0.846704283509288,PCV10
Bogota.post.PCV7,6A,246,357200,1,6,1,adjusted_type_specific_negbin,0.0238288913936225,0.0102824243178266,0.0461770250163375,0.659326180327527,0.383560910417084,1.12788434024843,0.000435339407238099,0.000258206426923454,0.000737138290024887,3.54240797176599,2.49560124043154,5.15073328448319,5.86190728283114,2.52947638218534,11.359548154019,2.41643028292432,0.935513324195321,5.71929369135309,0.138092717168862,1.41643028292432,PCV13
