genotype,type,strain,serotype_invasiveness,serotype_invasiveness_lower,serotype_invasiveness_upper,strain_invasiveness,strain_invasiveness_lower,strain_invasiveness_upper
6C_GPSC29,6C,GPSC29,2.0002128544021e-05,8.49930296562462e-06,4.63549162426493e-05,0.955662860466685,0.131304052534742,4.59223169534332
6C_GPSC352,6C,GPSC352,2.0002128544021e-05,8.49930296562462e-06,4.63549162426493e-05,1.63558688423135,0.215840814956893,17.1660954789501
6C_GPSC45,6C,GPSC45,2.0002128544021e-05,8.49930296562462e-06,4.63549162426493e-05,1.14882919953041,0.214284699580647,5.79923902658209
6C_GPSC5,6C,GPSC5,2.0002128544021e-05,8.49930296562462e-06,4.63549162426493e-05,1.66664354568955,0.983952389650045,2.85205665759402
6C_GPSC76,6C,GPSC76,2.0002128544021e-05,8.49930296562462e-06,4.63549162426493e-05,3.24633494625793,1.01970761441113,10.1924892425697
6C_GPSC89,6C,GPSC89,2.0002128544021e-05,8.49930296562462e-06,4.63549162426493e-05,1.20020104268557,0.354927818262229,3.75452247661235
6C_Y,6C,Y,2.0002128544021e-05,8.49930296562462e-06,4.63549162426493e-05,0.710185999414606,0.0499933294550572,5.93285179302721
7A_GPSC15,7A,GPSC15,4.64696885449009e-06,1.06495148638149e-06,0.000109160633613299,3.40380926957079,0.77892928539628,17.742988697294
7C_GPSC18,7C,GPSC18,8.4891589123499e-06,1.58353378029107e-06,3.62266903346549e-05,2.34993711227204,1.08302448745736,5.39762082411174
7C_GPSC194,7C,GPSC194,8.4891589123499e-06,1.58353378029107e-06,3.62266903346549e-05,0.689218013972559,0.0796308524149895,3.459696121507
7C_GPSC5,7C,GPSC5,8.4891589123499e-06,1.58353378029107e-06,3.62266903346549e-05,1.66664354568955,0.983952389650045,2.85205665759402
7C_GPSC92,7C,GPSC92,8.4891589123499e-06,1.58353378029107e-06,3.62266903346549e-05,0.570341205649971,0.0450549586939855,4.13961471032262
7C_GPSC93,7C,GPSC93,8.4891589123499e-06,1.58353378029107e-06,3.62266903346549e-05,3.24349014148834,0.648086437630429,22.2320811134303
7F_GPSC15,7F,GPSC15,0.000169746292404433,3.50518223377296e-05,0.000733375220828943,3.40380926957079,0.77892928539628,17.742988697294
7F_GPSC32,7F,GPSC32,0.000169746292404433,3.50518223377296e-05,0.000733375220828943,0.952835352450473,0.24833166023813,3.58705038288162
7F_GPSC56,7F,GPSC56,0.000169746292404433,3.50518223377296e-05,0.000733375220828943,0.706043439478469,0.147593026128484,2.80288525040824
8_GPSC3,8,GPSC3,0.000385124180613475,0.000126395890335116,0.0012327079252476,1.16083336563081,0.50029869101805,2.81278233061008
8_GPSC98,8,GPSC98,0.000385124180613475,0.000126395890335116,0.0012327079252476,0.696978991706128,0.13010001917971,3.07444617330154
9N_GPSC125,9N,GPSC125,1.56194665495303e-05,3.56970868098622e-06,5.75660991217259e-05,0.561771663366684,0.067667332434635,2.44714732493569
9N_GPSC137,9N,GPSC137,1.56194665495303e-05,3.56970868098622e-06,5.75660991217259e-05,2.29511965028401,0.475048007766475,16.454595246936
9N_GPSC16,9N,GPSC16,1.56194665495303e-05,3.56970868098622e-06,5.75660991217259e-05,1.34713781087259,0.526491636381286,3.67883910657169
9N_GPSC32,9N,GPSC32,1.56194665495303e-05,3.56970868098622e-06,5.75660991217259e-05,0.952835352450473,0.24833166023813,3.58705038288162
9V_GPSC16,9V,GPSC16,8.83180573191074e-05,4.01792480136423e-05,0.000193171314372369,1.34713781087259,0.526491636381286,3.67883910657169
9V_GPSC22,9V,GPSC22,8.83180573191074e-05,4.01792480136423e-05,0.000193171314372369,0.533163798083487,0.223147504020012,1.18010254801105
9V_GPSC54,9V,GPSC54,8.83180573191074e-05,4.01792480136423e-05,0.000193171314372369,0.940899992267947,0.332863967887197,2.61133599986939
9V_GPSC6,9V,GPSC6,8.83180573191074e-05,4.01792480136423e-05,0.000193171314372369,1.64373501274918,0.889612063903835,3.15384544715466
NT_GPSC133,NT,GPSC133,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.946850926523997,0.253829720567681,2.88341505734661
NT_GPSC148,NT,GPSC148,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.814424688358287,0.0521780507849102,8.41327878176734
NT_GPSC211,NT,GPSC211,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.814788429260517,0.0531793903639855,7.83590372003845
NT_GPSC258,NT,GPSC258,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.82602894349993,0.0546531802603669,8.05396652451266
NT_GPSC306,NT,GPSC306,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.531523651371326,0.0434579802866376,3.18613585880667
NT_GPSC397,NT,GPSC397,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.900436803821769,0.0527333777318834,12.8217531657701
NT_GPSC60,NT,GPSC60,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.756443143619288,0.0507926265956227,6.46506051944999
NT_GPSC81,NT,GPSC81,1.74458876081672e-06,1.0257402986193e-06,7.48862856038306e-06,0.723267445335587,0.049745917984784,5.62349400379229
