elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
0,0,-1780.68896672798,33.2328756732963,387.452591651234,11.0311269394924,3561.37793345596,66.4657513465925
-13.5003007780353,14.552416098004,-1794.18926750602,25.1712119399168,357.115530379561,5.4593805104443,3588.37853501203,50.3424238798335
-190.507118510672,23.0154868297053,-1971.19608523865,27.9285410529632,343.191718507111,5.73781128781259,3942.39217047731,55.8570821059265
-239.409401604416,25.2703504954939,-2020.0983683324,30.5201170152422,324.335085385924,5.73662109052234,4040.1967366648,61.0402340304844
-288.293535381844,24.8383943544266,-2068.98250210983,30.2386846774873,299.465954165031,3.16266289020841,4137.96500421965,60.4773693549745
-917.069082132656,111.261838695095,-2697.75804886064,125.597228461018,457.326463627079,29.9915259314963,5395.51609772127,251.194456922036
-950.421575281642,144.795494182585,-2731.11054200962,158.518646825016,564.751807317191,36.669220113531,5462.22108401925,317.037293650032
-1931.64416374066,223.906347371761,-3712.33313046864,236.835565409615,311.912018161029,6.83957249254726,7424.66626093729,473.67113081923
