"","agegrp","DS","Serogroup","Serotype","carriage","disease","n.swab","N","time.int","carr.prev","carr.prev.low","carr.prev.high","lambda","lambda.low","lambda.high","invasiveness","invasiveness.low","invasiveness.high","vaccinationera"
"131","adults","E.W.pre.PCV","NVT","16F",2,24,3752,48702414,1,0.000533034381636937,0.000164864366895325,0.00192368832702492,24,16.18,35.71,0.000900153449791731,0.000200034099953718,0.00670114234844955,"pre.PCV"
"132","adults","E.W.pre.PCV","NVT","17F",0,8,3752,48702414,1,0,0,0.000982412468593694,8,4.12,15.76,0.00230041729510489,0.000400072573061721,0.816848176048768,"pre.PCV"
"133","adults","E.W.pre.PCV","NVT","18B",2,0,3752,48702414,1,0.000533034381636937,0.000164864366895325,0.00192368832702492,0,0,3.68,0.000100017049976859,0,0.000100017049976859,"pre.PCV"
"134","adults","E.W.pre.PCV","VT7","18C",12,56,3752,48702414,1,0.00319826816169574,0.00184560411814016,0.00557861108882349,56,43.17,72.72,0.000300051149930577,0,0.000700119349838013,"pre.PCV"
"135","adults","E.W.pre.PCV","VT13","19A",18,56,3752,48702414,1,0.00479742670573075,0.00305065729042899,0.00756949722088866,56,43.17,72.72,0.000300051149930577,0,0.000300051149930577,"pre.PCV"
"136","adults","E.W.pre.PCV","VT7","19F",92,88,3752,48702414,1,0.0245202686186643,0.0200462507679394,0.0299800847573094,88,71.47,108.42,0.000100017049976859,0,0.000100017049976859,"pre.PCV"
"137","adults","E.W.pre.PCV","NVT","20",0,33,3752,48702414,1,0,0,0.000982412468593694,33,23.55,46.34,0.00190034472204317,0.0020003628653086,0.908464795279903,"pre.PCV"
"138","adults","E.W.pre.PCV","NVT","21",4,3,3752,48702414,1,0.00106609789064846,0.000432694764445037,0.00272666093818147,3,1.09,8.77,0.000100017049976859,0,0.000300051149930577,"pre.PCV"
"139","adults","E.W.pre.PCV","NVT","22F",11,71,3752,48702414,1,0.00293176363081459,0.00165317554576352,0.00523826961524691,71,56.34,89.56,0.000300051149930577,0.000200034099953718,0.000900153449791731,"pre.PCV"
"140","adults","E.W.pre.PCV","NVT","23A",9,10,3752,48702414,1,0.00239874286098996,0.00127843749842822,0.00454737495323962,10,5.49,18.39,0.000100017049976859,0,0.000100017049976859,"pre.PCV"
"141","adults","E.W.pre.PCV","VT7","23F",88,146,3752,48702414,1,0.0234542167987651,0.0190868346471423,0.0288095591367775,146,124.2,171.7,0.000100017049976859,0,0.000100017049976859,"pre.PCV"
"142","adults","E.W.pre.PCV","NVT","27",1,1,3752,48702414,1,0.000266502817506174,6.45387422657254e-05,0.00148367297762194,1,0.24,5.57,0.000100017049976859,0,0.00530090364877353,"pre.PCV"
"143","adults","E.W.pre.PCV","VT13","3",4,133,3752,48702414,1,0.00106609789064846,0.000432694764445037,0.00272666093818147,133,112.27,157.62,0.00210035804951404,0.00100017049976859,0.00930158564784789,"pre.PCV"
"144","adults","E.W.pre.PCV","NVT","31",1,4,3752,48702414,1,0.000266502817506174,6.45387422657254e-05,0.00148367297762194,4,1.62,10.24,0.000300051149930577,0,0.0181030860458115,"pre.PCV"
"145","adults","E.W.pre.PCV","NVT","34",0,2,3752,48702414,1,0,0,0.000982412468593694,2,0.62,7.22,0.000300054429796291,0,0.867657392827607,"pre.PCV"
"146","adults","E.W.pre.PCV","NVT","35A",0,1,3752,48702414,1,0,0,0.000982412468593694,1,0.24,5.57,0.000300054429796291,0,0.896462618088051,"pre.PCV"
"147","adults","E.W.pre.PCV","NVT","35B",4,6,3752,48702414,1,0.00106609789064846,0.000432694764445037,0.00272666093818147,6,2.81,13.06,0.000100017049976859,0,0.000300051149930577,"pre.PCV"
"148","adults","E.W.pre.PCV","NVT","35F",15,14,3752,48702414,1,0.00399787427658786,0.00243868305948201,0.00658360536365716,14,8.4,23.49,0.000100017049976859,0,0.000100017049976859,"pre.PCV"
"149","adults","E.W.pre.PCV","NVT","37",0,5,3752,48702414,1,0,0,0.000982412468593694,5,2.2,11.67,0.000300054429796291,0.00020003628653086,0.867657392827607,"pre.PCV"
"150","adults","E.W.pre.PCV","NVT","38",1,14,3752,48702414,1,0.000266502817506174,6.45387422657254e-05,0.00148367297762194,14,8.4,23.49,0.000700119349838013,0.000200034099953718,0.0321054730425717,"pre.PCV"
"151","adults","E.W.pre.PCV","VT7","4",0,106,3752,48702414,1,0,0,0.000982412468593694,106,87.69,128.2,0.00770139703143813,0.00600108859592581,0.906264396128063,"pre.PCV"
"152","adults","E.W.pre.PCV","VT13","6A",82,62,3752,48702414,1,0.021854997144356,0.0176524980163782,0.0270488405646749,62,48.41,79.48,0.000100017049976859,0,0.000100017049976859,"pre.PCV"
"153","adults","E.W.pre.PCV","VT7","6B",186,109,3752,48702414,1,0.0495734969919665,0.0430852010621356,0.0569960079619545,109,90.41,131.49,0.000100017049976859,0,0.000100017049976859,"pre.PCV"
"154","adults","E.W.pre.PCV","VT10","7F",2,74,3752,48702414,1,0.000533034381636937,0.000164864366895325,0.00192368832702492,74,58.99,92.9,0.00210035804951404,0.00100017049976859,0.0233039726446082,"pre.PCV"
"155","adults","E.W.pre.PCV","NVT","8",0,200,3752,48702414,1,0,0,0.000982412468593694,200,174.17,229.72,0.0109019776159319,0.00980177804001216,0.913265666156643,"pre.PCV"
"156","adults","E.W.pre.PCV","NVT","9N",4,53,3752,48702414,1,0.00106609789064846,0.000432694764445037,0.00272666093818147,53,40.57,69.33,0.000900153449791731,0.000400068199907436,0.00350059674919007,"pre.PCV"
"157","adults","E.W.pre.PCV","VT7","9V",11,214,3752,48702414,1,0.00293176363081459,0.00165317554576352,0.00523826961524691,214,187.22,244.67,0.00130022164969917,0.000800136399814872,0.0039006649490975,"pre.PCV"
